date,school_holiday,summer
2023/7/28,FALSE,FALSE
2023/7/29,FALSE,FALSE
2023/7/29,FALSE,FALSE
2023/7/30,FALSE,FALSE
2023/7/30,FALSE,FALSE
2023/7/31,FALSE,FALSE
2023/7/31,FALSE,FALSE
2023/8/1,FALSE,FALSE
2023/8/1,FALSE,FALSE
2023/8/2,FALSE,FALSE
2023/8/2,FALSE,FALSE
2023/8/3,FALSE,FALSE
2023/8/3,FALSE,FALSE
2023/8/4,FALSE,FALSE
2023/8/4,FALSE,FALSE
2023/8/5,FALSE,FALSE
2023/8/5,FALSE,FALSE
2023/8/6,FALSE,FALSE
2023/8/6,FALSE,FALSE
2023/8/7,FALSE,FALSE
2023/8/7,FALSE,FALSE
2023/8/8,FALSE,FALSE
2023/8/8,FALSE,FALSE
2023/8/9,FALSE,FALSE
2023/8/9,FALSE,FALSE
2023/8/10,FALSE,FALSE
2023/8/10,FALSE,FALSE
2023/8/11,FALSE,FALSE
2023/8/11,FALSE,FALSE
2023/8/12,FALSE,FALSE
2023/8/12,FALSE,FALSE
2023/8/13,FALSE,FALSE
2023/8/13,FALSE,FALSE
2023/8/14,FALSE,FALSE
2023/8/14,FALSE,FALSE
2023/8/15,FALSE,FALSE
2023/8/15,FALSE,FALSE
2023/8/16,FALSE,FALSE
2023/8/16,FALSE,FALSE
2023/8/17,FALSE,FALSE
2023/8/17,FALSE,FALSE
2023/8/18,FALSE,FALSE
2023/8/18,FALSE,FALSE
2023/8/19,FALSE,FALSE
2023/8/19,FALSE,FALSE
2023/8/20,FALSE,FALSE
2023/8/20,FALSE,FALSE
2023/8/21,FALSE,FALSE
2023/8/21,FALSE,FALSE
2023/8/22,FALSE,FALSE
2023/8/22,FALSE,FALSE
2023/8/23,FALSE,FALSE
2023/8/23,FALSE,FALSE
2023/8/24,FALSE,FALSE
2023/8/24,FALSE,FALSE
2023/8/25,FALSE,FALSE
2023/8/25,FALSE,FALSE
2023/8/26,FALSE,FALSE
2023/8/26,FALSE,FALSE
2023/8/27,FALSE,FALSE
2023/8/27,FALSE,FALSE
2023/8/28,FALSE,FALSE
2023/8/28,FALSE,FALSE
2023/8/29,FALSE,FALSE
2023/8/29,FALSE,FALSE
2023/8/30,FALSE,FALSE
2023/8/30,FALSE,FALSE
2023/8/31,FALSE,FALSE
2023/8/31,FALSE,FALSE
2023/9/1,FALSE,FALSE
2023/9/1,FALSE,FALSE
2023/9/2,FALSE,FALSE
2023/9/2,FALSE,FALSE
2023/9/3,FALSE,FALSE
2023/9/3,FALSE,FALSE
2023/9/4,FALSE,FALSE
2023/9/4,FALSE,FALSE
2023/9/5,FALSE,FALSE
2023/9/5,FALSE,FALSE
2023/9/6,FALSE,FALSE
2023/9/6,FALSE,FALSE
2023/9/7,FALSE,FALSE
2023/9/7,FALSE,FALSE
2023/9/8,FALSE,FALSE
2023/9/8,FALSE,FALSE
2023/9/9,FALSE,FALSE
2023/9/9,FALSE,FALSE
2023/9/10,FALSE,FALSE
2023/9/10,FALSE,FALSE
2023/9/11,FALSE,FALSE
2023/9/11,FALSE,FALSE
2023/9/12,FALSE,FALSE
2023/9/12,FALSE,FALSE
2023/9/13,FALSE,FALSE
2023/9/13,FALSE,FALSE
2023/9/14,FALSE,FALSE
2023/9/14,FALSE,FALSE
2023/9/15,FALSE,FALSE
2023/9/15,FALSE,FALSE
2023/9/16,TRUE,FALSE
2023/9/16,TRUE,FALSE
2023/9/17,TRUE,FALSE
2023/9/17,TRUE,FALSE
2023/9/18,TRUE,FALSE
2023/9/18,TRUE,FALSE
2023/9/19,TRUE,FALSE
2023/9/19,TRUE,FALSE
2023/9/20,TRUE,FALSE
2023/9/20,TRUE,FALSE
2023/9/21,TRUE,FALSE
2023/9/21,TRUE,FALSE
2023/9/22,TRUE,FALSE
2023/9/22,TRUE,FALSE
2023/9/23,TRUE,FALSE
2023/9/23,TRUE,FALSE
2023/9/24,TRUE,FALSE
2023/9/24,TRUE,FALSE
2023/9/25,TRUE,FALSE
2023/9/25,TRUE,FALSE
2023/9/26,TRUE,FALSE
2023/9/26,TRUE,FALSE
2023/9/27,TRUE,FALSE
2023/9/27,TRUE,FALSE
2023/9/28,TRUE,FALSE
2023/9/28,TRUE,FALSE
2023/9/29,TRUE,FALSE
2023/9/29,TRUE,FALSE
2023/9/30,TRUE,FALSE
2023/9/30,TRUE,FALSE
2023/10/1,TRUE,FALSE
2023/10/1,TRUE,FALSE
2023/10/2,FALSE,FALSE
2023/10/2,FALSE,FALSE
2023/10/3,FALSE,FALSE
2023/10/3,FALSE,FALSE
2023/10/4,FALSE,FALSE
2023/10/4,FALSE,FALSE
2023/10/5,FALSE,FALSE
2023/10/5,FALSE,FALSE
2023/10/6,FALSE,FALSE
2023/10/6,FALSE,FALSE
2023/10/7,FALSE,FALSE
2023/10/7,FALSE,FALSE
2023/10/8,FALSE,FALSE
2023/10/8,FALSE,FALSE
2023/10/9,FALSE,FALSE
2023/10/9,FALSE,FALSE
2023/10/10,FALSE,FALSE
2023/10/10,FALSE,FALSE
2023/10/11,FALSE,FALSE
2023/10/11,FALSE,FALSE
2023/10/12,FALSE,FALSE
2023/10/12,FALSE,FALSE
2023/10/13,FALSE,FALSE
2023/10/13,FALSE,FALSE
2023/10/14,FALSE,FALSE
2023/10/14,FALSE,FALSE
2023/10/15,FALSE,FALSE
2023/10/15,FALSE,FALSE
2023/10/16,FALSE,FALSE
2023/10/16,FALSE,FALSE
2023/10/17,FALSE,FALSE
2023/10/17,FALSE,FALSE
2023/10/18,FALSE,FALSE
2023/10/18,FALSE,FALSE
2023/10/19,FALSE,FALSE
2023/10/19,FALSE,FALSE
2023/10/20,FALSE,FALSE
2023/10/20,FALSE,FALSE
2023/10/21,FALSE,FALSE
2023/10/21,FALSE,FALSE
2023/10/22,FALSE,FALSE
2023/10/22,FALSE,FALSE
2023/10/23,FALSE,FALSE
2023/10/23,FALSE,FALSE
2023/10/24,FALSE,FALSE
2023/10/24,FALSE,FALSE
2023/10/25,FALSE,FALSE
2023/10/25,FALSE,FALSE
2023/10/26,FALSE,FALSE
2023/10/26,FALSE,FALSE
2023/10/27,FALSE,FALSE
2023/10/27,FALSE,FALSE
2023/10/28,FALSE,FALSE
2023/10/28,FALSE,FALSE
2023/10/29,FALSE,FALSE
2023/10/29,FALSE,FALSE
2023/10/30,FALSE,FALSE
2023/10/30,FALSE,FALSE
2023/10/31,FALSE,FALSE
2023/10/31,FALSE,FALSE
2023/11/1,FALSE,FALSE
2023/11/1,FALSE,FALSE
2023/11/2,FALSE,FALSE
2023/11/2,FALSE,FALSE
2023/11/3,FALSE,FALSE
2023/11/3,FALSE,FALSE
2023/11/4,FALSE,FALSE
2023/11/4,FALSE,FALSE
2023/11/5,FALSE,FALSE
2023/11/5,FALSE,FALSE
2023/11/6,FALSE,FALSE
2023/11/6,FALSE,FALSE
2023/11/7,FALSE,FALSE
2023/11/7,FALSE,FALSE
2023/11/8,FALSE,FALSE
2023/11/8,FALSE,FALSE
2023/11/9,FALSE,FALSE
2023/11/9,FALSE,FALSE
2023/11/10,FALSE,FALSE
2023/11/10,FALSE,FALSE
2023/11/11,FALSE,FALSE
2023/11/11,FALSE,FALSE
2023/11/12,FALSE,FALSE
2023/11/12,FALSE,FALSE
2023/11/13,FALSE,FALSE
2023/11/13,FALSE,FALSE
2023/11/14,FALSE,FALSE
2023/11/14,FALSE,FALSE
2023/11/15,FALSE,FALSE
2023/11/15,FALSE,FALSE
2023/11/16,FALSE,FALSE
2023/11/16,FALSE,FALSE
2023/11/17,FALSE,FALSE
2023/11/17,FALSE,FALSE
2023/11/18,FALSE,FALSE
2023/11/18,FALSE,FALSE
2023/11/19,FALSE,FALSE
2023/11/19,FALSE,FALSE
2023/11/20,FALSE,FALSE
2023/11/20,FALSE,FALSE
2023/11/21,FALSE,FALSE
2023/11/21,FALSE,FALSE
2023/11/22,FALSE,FALSE
2023/11/22,FALSE,FALSE
2023/11/23,FALSE,FALSE
2023/11/23,FALSE,FALSE
2023/11/24,FALSE,FALSE
2023/11/24,FALSE,FALSE
2023/11/25,FALSE,FALSE
2023/11/25,FALSE,FALSE
2023/11/26,FALSE,FALSE
2023/11/26,FALSE,FALSE
2023/11/27,FALSE,FALSE
2023/11/27,FALSE,FALSE
2023/11/28,FALSE,FALSE
2023/11/28,FALSE,FALSE
2023/11/29,FALSE,FALSE
2023/11/29,FALSE,FALSE
2023/11/30,FALSE,FALSE
2023/11/30,FALSE,FALSE
2023/12/1,FALSE,FALSE
2023/12/1,FALSE,FALSE
2023/12/2,FALSE,FALSE
2023/12/2,FALSE,FALSE
2023/12/3,FALSE,FALSE
2023/12/3,FALSE,FALSE
2023/12/4,FALSE,FALSE
2023/12/4,FALSE,FALSE
2023/12/5,FALSE,FALSE
2023/12/5,FALSE,FALSE
2023/12/6,FALSE,FALSE
2023/12/6,FALSE,FALSE
2023/12/7,FALSE,FALSE
2023/12/7,FALSE,FALSE
2023/12/8,FALSE,FALSE
2023/12/8,FALSE,FALSE
2023/12/9,FALSE,FALSE
2023/12/9,FALSE,FALSE
2023/12/10,FALSE,FALSE
2023/12/10,FALSE,FALSE
2023/12/11,FALSE,FALSE
2023/12/11,FALSE,FALSE
2023/12/12,FALSE,FALSE
2023/12/12,FALSE,FALSE
2023/12/13,FALSE,FALSE
2023/12/13,FALSE,FALSE
2023/12/14,FALSE,FALSE
2023/12/14,FALSE,FALSE
2023/12/15,FALSE,FALSE
2023/12/15,FALSE,FALSE
2023/12/16,FALSE,FALSE
2023/12/16,FALSE,FALSE
2023/12/17,FALSE,FALSE
2023/12/17,FALSE,FALSE
2023/12/18,FALSE,FALSE
2023/12/18,FALSE,FALSE
2023/12/19,FALSE,FALSE
2023/12/19,FALSE,FALSE
2023/12/20,FALSE,FALSE
2023/12/20,FALSE,FALSE
2023/12/21,TRUE,FALSE
2023/12/21,TRUE,FALSE
2023/12/22,TRUE,FALSE
2023/12/22,TRUE,FALSE
2023/12/23,TRUE,FALSE
2023/12/23,TRUE,FALSE
2023/12/24,TRUE,FALSE
2023/12/24,TRUE,FALSE
2023/12/25,TRUE,FALSE
2023/12/25,TRUE,FALSE
2023/12/26,TRUE,FALSE
2023/12/26,TRUE,FALSE
2023/12/27,TRUE,FALSE
2023/12/27,TRUE,FALSE
2023/12/28,TRUE,FALSE
2023/12/28,TRUE,FALSE
2023/12/29,TRUE,FALSE
2023/12/29,TRUE,FALSE
2023/12/30,TRUE,FALSE
2023/12/30,TRUE,FALSE
2023/12/31,TRUE,TRUE
2023/12/31,TRUE,TRUE
2024/1/1,TRUE,TRUE
2024/1/1,TRUE,TRUE
2024/1/2,TRUE,TRUE
2024/1/2,TRUE,TRUE
2024/1/3,TRUE,TRUE
2024/1/3,TRUE,TRUE
2024/1/4,TRUE,TRUE
2024/1/4,TRUE,TRUE
2024/1/5,TRUE,TRUE
2024/1/5,TRUE,TRUE
2024/1/6,TRUE,TRUE
2024/1/6,TRUE,TRUE
2024/1/7,TRUE,TRUE
2024/1/7,TRUE,TRUE
2024/1/8,TRUE,TRUE
2024/1/8,TRUE,TRUE
2024/1/9,TRUE,TRUE
2024/1/9,TRUE,TRUE
2024/1/10,TRUE,TRUE
2024/1/10,TRUE,TRUE
2024/1/11,TRUE,TRUE
2024/1/11,TRUE,TRUE
2024/1/12,TRUE,TRUE
2024/1/12,TRUE,TRUE
2024/1/13,TRUE,TRUE
2024/1/13,TRUE,TRUE
2024/1/14,TRUE,TRUE
2024/1/14,TRUE,TRUE
2024/1/15,TRUE,TRUE
2024/1/15,TRUE,TRUE
2024/1/16,TRUE,TRUE
2024/1/16,TRUE,TRUE
2024/1/17,TRUE,TRUE
2024/1/17,TRUE,TRUE
2024/1/18,TRUE,TRUE
2024/1/18,TRUE,TRUE
2024/1/19,TRUE,TRUE
2024/1/19,TRUE,TRUE
2024/1/20,TRUE,TRUE
2024/1/20,TRUE,TRUE
2024/1/21,TRUE,TRUE
2024/1/21,TRUE,TRUE
2024/1/22,TRUE,TRUE
2024/1/22,TRUE,TRUE
2024/1/23,TRUE,TRUE
2024/1/23,TRUE,TRUE
2024/1/24,TRUE,TRUE
2024/1/24,TRUE,TRUE
2024/1/25,TRUE,TRUE
2024/1/25,TRUE,TRUE
2024/1/26,TRUE,TRUE
2024/1/26,TRUE,TRUE
2024/1/27,TRUE,TRUE
2024/1/27,TRUE,TRUE
2024/1/28,TRUE,TRUE
2024/1/28,TRUE,TRUE
2024/1/29,TRUE,TRUE
2024/1/29,TRUE,TRUE
2024/1/30,FALSE,TRUE
2024/1/30,FALSE,TRUE
2024/1/31,FALSE,TRUE
2024/1/31,FALSE,TRUE
2024/2/1,FALSE,TRUE
2024/2/1,FALSE,TRUE
2024/2/2,FALSE,TRUE
2024/2/2,FALSE,TRUE
2024/2/3,FALSE,TRUE
2024/2/3,FALSE,TRUE
2024/2/4,FALSE,TRUE
2024/2/4,FALSE,TRUE
2024/2/5,FALSE,TRUE
2024/2/5,FALSE,TRUE
2024/2/6,FALSE,TRUE
2024/2/6,FALSE,TRUE
2024/2/7,FALSE,TRUE
2024/2/7,FALSE,TRUE
2024/2/8,FALSE,TRUE
2024/2/8,FALSE,TRUE
2024/2/9,FALSE,TRUE
2024/2/9,FALSE,TRUE
2024/2/10,FALSE,TRUE
2024/2/10,FALSE,TRUE
2024/2/11,FALSE,TRUE
2024/2/11,FALSE,TRUE
2024/2/12,FALSE,TRUE
2024/2/12,FALSE,TRUE
2024/2/13,FALSE,TRUE
2024/2/13,FALSE,TRUE
2024/2/14,FALSE,TRUE
2024/2/14,FALSE,TRUE
2024/2/15,FALSE,TRUE
2024/2/15,FALSE,TRUE
2024/2/16,FALSE,TRUE
2024/2/16,FALSE,TRUE
2024/2/17,FALSE,TRUE
2024/2/17,FALSE,TRUE
2024/2/18,FALSE,TRUE
2024/2/18,FALSE,TRUE
2024/2/19,FALSE,TRUE
2024/2/19,FALSE,TRUE
2024/2/20,FALSE,TRUE
2024/2/20,FALSE,TRUE
2024/2/21,FALSE,TRUE
2024/2/21,FALSE,TRUE
2024/2/22,FALSE,TRUE
2024/2/22,FALSE,TRUE
2024/2/23,FALSE,TRUE
2024/2/23,FALSE,TRUE
2024/2/24,FALSE,TRUE
2024/2/24,FALSE,TRUE
2024/2/25,FALSE,TRUE
2024/2/25,FALSE,TRUE
2024/2/26,FALSE,TRUE
2024/2/26,FALSE,TRUE
2024/2/27,FALSE,TRUE
2024/2/27,FALSE,TRUE
2024/2/28,FALSE,TRUE
2024/2/28,FALSE,TRUE
2024/2/29,FALSE,TRUE
2024/2/29,FALSE,TRUE
2024/3/1,FALSE,FALSE
2024/3/1,FALSE,FALSE
2024/3/2,FALSE,FALSE
2024/3/2,FALSE,FALSE
2024/3/3,FALSE,FALSE
2024/3/3,FALSE,FALSE
2024/3/4,FALSE,FALSE
2024/3/4,FALSE,FALSE
2024/3/5,FALSE,FALSE
2024/3/5,FALSE,FALSE
2024/3/6,FALSE,FALSE
2024/3/6,FALSE,FALSE
2024/3/7,FALSE,FALSE
2024/3/7,FALSE,FALSE
2024/3/8,FALSE,FALSE
2024/3/8,FALSE,FALSE
2024/3/9,FALSE,FALSE
2024/3/9,FALSE,FALSE
2024/3/10,FALSE,FALSE
2024/3/10,FALSE,FALSE
2024/3/11,FALSE,FALSE
2024/3/11,FALSE,FALSE
2024/3/12,FALSE,FALSE
2024/3/12,FALSE,FALSE
2024/3/13,FALSE,FALSE
2024/3/13,FALSE,FALSE
2024/3/14,FALSE,FALSE
2024/3/14,FALSE,FALSE
2024/3/15,FALSE,FALSE
2024/3/15,FALSE,FALSE
2024/3/16,FALSE,FALSE
2024/3/16,FALSE,FALSE
2024/3/17,FALSE,FALSE
2024/3/17,FALSE,FALSE
2024/3/18,FALSE,FALSE
2024/3/18,FALSE,FALSE
2024/3/19,FALSE,FALSE
2024/3/19,FALSE,FALSE
2024/3/20,FALSE,FALSE
2024/3/20,FALSE,FALSE
2024/3/21,FALSE,FALSE
2024/3/21,FALSE,FALSE
2024/3/22,FALSE,FALSE
2024/3/22,FALSE,FALSE
2024/3/23,FALSE,FALSE
2024/3/23,FALSE,FALSE
2024/3/24,FALSE,FALSE
2024/3/24,FALSE,FALSE
2024/3/25,FALSE,FALSE
2024/3/25,FALSE,FALSE
2024/3/26,FALSE,FALSE
2024/3/26,FALSE,FALSE
2024/3/27,FALSE,FALSE
2024/3/27,FALSE,FALSE
2024/3/28,FALSE,FALSE
2024/3/28,FALSE,FALSE
2024/3/29,TRUE,FALSE
2024/3/29,TRUE,FALSE
2024/3/30,TRUE,FALSE
2024/3/30,TRUE,FALSE
2024/3/31,TRUE,FALSE
2024/3/31,TRUE,FALSE
2024/4/1,TRUE,FALSE
2024/4/1,TRUE,FALSE
2024/4/2,TRUE,FALSE
2024/4/2,TRUE,FALSE
2024/4/3,TRUE,FALSE
2024/4/3,TRUE,FALSE
2024/4/4,TRUE,FALSE
2024/4/4,TRUE,FALSE
2024/4/5,TRUE,FALSE
2024/4/5,TRUE,FALSE
2024/4/6,TRUE,FALSE
2024/4/6,TRUE,FALSE
2024/4/7,TRUE,FALSE
2024/4/7,TRUE,FALSE
2024/4/8,TRUE,FALSE
2024/4/8,TRUE,FALSE
2024/4/9,TRUE,FALSE
2024/4/9,TRUE,FALSE
2024/4/10,TRUE,FALSE
2024/4/10,TRUE,FALSE
2024/4/11,TRUE,FALSE
2024/4/11,TRUE,FALSE
2024/4/12,TRUE,FALSE
2024/4/12,TRUE,FALSE
2024/4/13,TRUE,FALSE
2024/4/13,TRUE,FALSE
2024/4/14,TRUE,FALSE
2024/4/14,TRUE,FALSE
2024/4/15,FALSE,FALSE
2024/4/15,FALSE,FALSE
2024/4/16,FALSE,FALSE
2024/4/16,FALSE,FALSE
2024/4/17,FALSE,FALSE
2024/4/17,FALSE,FALSE
2024/4/18,FALSE,FALSE
2024/4/18,FALSE,FALSE
2024/4/19,FALSE,FALSE
2024/4/19,FALSE,FALSE
2024/4/20,FALSE,FALSE
2024/4/20,FALSE,FALSE
2024/4/21,FALSE,FALSE
2024/4/21,FALSE,FALSE
2024/4/22,FALSE,FALSE
2024/4/22,FALSE,FALSE
2024/4/23,FALSE,FALSE
2024/4/23,FALSE,FALSE
2024/4/24,FALSE,FALSE
2024/4/24,FALSE,FALSE
2024/4/25,FALSE,FALSE
2024/4/25,FALSE,FALSE
2024/4/26,FALSE,FALSE
2024/4/26,FALSE,FALSE
2024/4/27,FALSE,FALSE
2024/4/27,FALSE,FALSE
2024/4/28,FALSE,FALSE
2024/4/28,FALSE,FALSE
2024/4/29,FALSE,FALSE
2024/4/29,FALSE,FALSE
2024/4/30,FALSE,FALSE
2024/4/30,FALSE,FALSE
2024/5/1,FALSE,FALSE
2024/5/1,FALSE,FALSE
2024/5/2,FALSE,FALSE
2024/5/2,FALSE,FALSE
2024/5/3,FALSE,FALSE
2024/5/3,FALSE,FALSE
2024/5/4,FALSE,FALSE
2024/5/4,FALSE,FALSE
2024/5/5,FALSE,FALSE
2024/5/5,FALSE,FALSE
2024/5/6,FALSE,FALSE
2024/5/6,FALSE,FALSE
2024/5/7,FALSE,FALSE
2024/5/7,FALSE,FALSE
2024/5/8,FALSE,FALSE
2024/5/8,FALSE,FALSE
2024/5/9,FALSE,FALSE
2024/5/9,FALSE,FALSE
2024/5/10,FALSE,FALSE
2024/5/10,FALSE,FALSE
2024/5/11,FALSE,FALSE
2024/5/11,FALSE,FALSE
2024/5/12,FALSE,FALSE
2024/5/12,FALSE,FALSE
2024/5/13,FALSE,FALSE
2024/5/13,FALSE,FALSE
2024/5/14,FALSE,FALSE
2024/5/14,FALSE,FALSE
2024/5/15,FALSE,FALSE
2024/5/15,FALSE,FALSE
2024/5/16,FALSE,FALSE
2024/5/16,FALSE,FALSE
2024/5/17,FALSE,FALSE
2024/5/17,FALSE,FALSE
2024/5/18,FALSE,FALSE
2024/5/18,FALSE,FALSE
2024/5/19,FALSE,FALSE
2024/5/19,FALSE,FALSE
2024/5/20,FALSE,FALSE
2024/5/20,FALSE,FALSE
2024/5/21,FALSE,FALSE
2024/5/21,FALSE,FALSE
2024/5/22,FALSE,FALSE
2024/5/22,FALSE,FALSE
2024/5/23,FALSE,FALSE
2024/5/23,FALSE,FALSE
2024/5/24,FALSE,FALSE
2024/5/24,FALSE,FALSE
2024/5/25,FALSE,FALSE
2024/5/25,FALSE,FALSE
2024/5/26,FALSE,FALSE
2024/5/26,FALSE,FALSE
2024/5/27,FALSE,FALSE
2024/5/27,FALSE,FALSE
2024/5/28,FALSE,FALSE
2024/5/28,FALSE,FALSE
2024/5/29,FALSE,FALSE
2024/5/29,FALSE,FALSE
2024/5/30,FALSE,FALSE
2024/5/30,FALSE,FALSE
2024/5/31,FALSE,FALSE
2024/5/31,FALSE,FALSE
2024/6/1,FALSE,FALSE
2024/6/1,FALSE,FALSE
2024/6/2,FALSE,FALSE
2024/6/2,FALSE,FALSE
2024/6/3,FALSE,FALSE
2024/6/3,FALSE,FALSE
2024/6/4,FALSE,FALSE
2024/6/4,FALSE,FALSE
2024/6/5,FALSE,FALSE
2024/6/5,FALSE,FALSE
2024/6/6,FALSE,FALSE
2024/6/6,FALSE,FALSE
2024/6/7,FALSE,FALSE
2024/6/7,FALSE,FALSE
2024/6/8,FALSE,FALSE
2024/6/8,FALSE,FALSE
2024/6/9,FALSE,FALSE
2024/6/9,FALSE,FALSE
2024/6/10,FALSE,FALSE
2024/6/10,FALSE,FALSE
